job_title,experience,salary,location,job_description,tech_stack
AWS DevOps Engineer | 6 To 9 Years | Pan India location,6-9 Yrs ,Not disclosed ,,"Title- AWS DevOps Engineer Cloud (AWS, AZURE, DevOps, Infra etc.) Generic AWS DevOps pr...","['AZURE', 'DevOps', 'Level 2 technical support', 'Infra', 'AWS', 'Microsoft Azure', 'Technical support', 'AWS Devops']"
DevOps Engineer - AWS,3-7 Yrs ,Not disclosed ,,Hands on Experience on writing pipeline as code . Hands-on Experience on building CI / ...,"['devops', 'Cloud', 'Debugging', 'AWS']"
Senior DevOps Engineer,3-8 Yrs ,Not disclosed ,,"Relevant certifications (e.g., AWS Certified DevOps Engineer, . Good to have Python pr...","['Root cause analysis', 'Automation', 'Linux', 'devops', 'Windows', 'SCM', 'Risk management', 'Continuous improvement']"
Senior Devops Engineer,3-6 Yrs ,Not disclosed ,,. Learning on the job and exploring new technologies with minimum supervision. Scriptin...,"['Redhat', 'Automation', 'Web services', 'Linux', 'Architecture', 'Unix administration', 'Cloud', 'microsoft azure']"
Senior Devops Engineer,4-6 Yrs ,Not disclosed ,,We aim to serve enterprises globally as a preferred partner for digitization of visual ...,"['Jenkins', 'Docker', 'Ansible', 'Kubernates', 'AWS', 'GIT', 'Terraform', 'Python scripting']"
Software Engineer III - DevOps,5-8 Yrs ,Not disclosed ,,Job DescriptionReq ID: Job Title: Software Engineer III - DevOpsJob Location: Bangalore...,"['DevOps', 'Docker', 'NLB', 'ALB', 'AWS MQ', 'Kubernetes', 'OpenSearch', 'AWS']"
Sr Software Engineer DevOps - Workday,9-13 Yrs ,Not disclosed ,,Bachelors degree in Information Technology Workday Learning(End-to-End Process Understa...,"['DevOps', 'ServiceNow', 'Agile framework', 'HCM', 'VSTS', 'Scrum Master', 'Workday Management', 'Management']"
Opening For Senior Azure DevOps Engineer| SecureKloud Technologies,4-9 Yrs ,Not disclosed ,,Any bachelors or masters degree with 4-7 years of relevant Cloud and DevOps experience ...,"['Azure DevOps', 'ARM Templates', 'GIT', 'Terraform', 'Docker', 'Kubernetes', 'Template', 'Senior']"
Devops BigDataHadoop - Senior Software Engineer,4-8 Yrs ,Not disclosed ,,Job DescriptionAbout BUThe Product team forms the crux of our powerful platforms and c...,"['Linux', 'Java Support', 'Big Data Hadoop', 'Performance Tuning', 'Devops', 'L3 Support', 'Patching', 'Performance']"
Azure Devops Engineer,6-11 Yrs ,Not disclosed ,,"Well versed with common Azure Services like Web Apps, Function App, Logic App, Data Fac...","['Azure', 'azure services', 'Data Factory', 'KeyVaults', 'Function App', 'SQL Server Databases', 'Web Apps', 'ci/cd pipeline']"
Devops Engineer,3-4 Yrs ,Not disclosed ,,Collecting and reviewing customers feedback to enhance user experience,"['Manager Quality Assurance', 'devops', 'Conceptualization', 'Workflow', 'Quality management', 'Management', 'Quality', 'Quality assurance']"
Devops Engineer,6-8 Yrs ,Not disclosed ,,Collecting and reviewing customers feedback to enhance user experience,"['Manager Quality Assurance', 'devops', 'Conceptualization', 'Workflow', 'Management', 'Quality management', 'Quality assurance', 'Quality']"
DevOps Engineer,2-4 Yrs ,Not disclosed ,,Implement orchestration solution for dozens of containerized micro-services. Deploy...,"['Automation', 'Linux', 'Configuration management', 'Postgresql', 'devops', 'Risk management', 'Monitoring', 'Python']"
DevOps Engineer,2-4 Yrs ,Not disclosed ,,"As part of the leading Cyber Fraud Risk Management team, you will work on major projec...","['Computer science', 'Automation', 'Linux', 'Configuration management', 'Postgresql', 'devops', 'Workflow', 'Risk management']"
Devops Engineer,4-9 Yrs ,Not disclosed ,,and adaptability in mind . Good experienece working with,"['automation framework', 'remediation', 'Scalability', 'devops', 'Infrastructure', 'Database', 'Troubleshooting', 'application monitoring']"
Site Reliability Engineer (SRE/ DevOps) - Engineering Productivity,5-9 Yrs ,Not disclosed ,,Create and maintain the incident response runbooks working with the service dev teams ....,"['Unix', 'Computer science', 'Linux', 'Networking', 'MySQL', 'Shell scripting', 'Javascript', 'Infrastructure']"
Azure Devops Engineer,7-12 Yrs ,15-25 Lacs PA ,,5+ Yrs of exp in Azure 2+ yrs exp in Infrastructure as a Code - Terraform/CloudFormatio...,"['Azure', 'Terraform', 'linux', 'Groovy Scripting', 'Shell Scripting', 'Continuous Delivery', 'Perl', 'Cloud Watch']"
Azure DevOps - Lead Engineer,7-12 Yrs ,Not disclosed ,,"Experience with designing, implementing, and maintaining CI / CD pipelines for Dynamics...","['Computer science', 'IT services', 'Maven', 'Team leading', 'Interpersonal skills', 'GIT', 'devops', 'SCM']"
DevOps Security Engineer,4-8 Yrs ,Not disclosed ,,"Bachelor s / Master s in Computer Science or related discipline, or relevant experience...","['Computer science', 'Product management', 'Automation', 'Testing tools', 'Project management', 'Anti money laundering', 'Machine learning', 'Open source']"
Site Reliability Engineer (SRE/ DevOps) - Engineering Productivity,4-9 Yrs ,Not disclosed ,,Create and maintain the incident response runbooks working with the service dev teams ....,"['Unix', 'Linux', 'Networking', 'MySQL', 'Shell scripting', 'Javascript', 'Software troubleshooting', 'Python']"
DevOps Engineer (Senior),6-8 Yrs ,Not disclosed ,,AWS Cloud Engineer solving deep technical problems and building creative solutions ...,"['Redhat', 'github', 'Managed services', 'GIT', 'Linux', 'GCP', 'devops', 'jenkins']"
Devops / Automation Engineer,4-6 Yrs ,Not disclosed ,,Ideal candidate would be someone who comes with: . Engineering degree in Computer Scien...,"['Computer science', 'VMware', 'Powershell', 'PAAS', 'devops', 'Automation tools', 'jenkins', 'openstack']"
Devops Engineer,4-7 Yrs ,7-9 Lacs PA ,,Hands-on experience with setting up and maintaining GNU/Linux Environment Experience wi...,"['Jenkins', 'Docker', 'Networking', 'Ansible', 'System Administration', 'Administration', 'System', 'Devops']"
DevOps/Kubernetes Engineers,2-6 Yrs ,Not disclosed ,,Kubernetes Application Developer Cloud Computing (AWS & Azure) Python scripting ...,"['Cloud computing', 'HP data protector', 'ECS', 'Access management', 'devops', 'Infrastructure', 'Deployment', 'AWS']"
DevOps Engineer,3-8 Yrs ,Not disclosed ,,Kubernetes Application Developer Cloud Computing (AWS & Azure) Python scripting ...,"['Cloud computing', 'ECS', 'devops', 'Infrastructure', 'Deployment', 'AWS', 'Python', 'Scripting']"
DevOps Engineer,3-8 Yrs ,Not disclosed ,,Weka is looking for a motivated and experienced Senior DevOps Engineer with a develo...,"['VMware', 'orchestration', 'Linux', 'devops', 'Open source', 'AWS', 'Monitoring', 'Python']"
DevOps Engineer,3-6 Yrs ,Not disclosed ,,You Will Have: . . 5+ years of experience in running server operation environments incl...,"['TCP', 'NAT', 'Networking', 'PAAS', 'Packaging', 'HTTP', 'SSL', 'Monitoring']"
DEVOPS ENGINEER,2-7 Yrs ,Not disclosed ,,"Devops Engineer:- Key skills: Devops Engineer , Devops , Linux, AWS, She...","['Unix', 'continuous integration', 'GIT', 'Linux', 'devops', 'Shell scripting', 'jenkins', 'AWS']"
Devops Engg,2-6 Yrs ,Not disclosed ,,Role responsibilities Must have Good to have 1 Devops Engineer...,"['Agile scrum', 'Powershell', 'devops', 'Agile development', 'Cloud', 'Infrastructure', 'Deployment', 'bash scripting']"
Lead Devops Engineer,6-12 Yrs ,Not disclosed ,,Good understanding and 1+ years of experience with Kubernetes / OpenShift Good underst...,"['IT services', 'Head Business Development', 'Networking', 'devops', 'Cloud', 'Manager Technology', 'Vendor', 'CRM']"
DevOps-SRE Engineer,6-8 Yrs ,Not disclosed ,,Must have Experience Preferred qualifications Candidate must have a good understanding ...,"['GIT', 'Linux', 'Configuration management', 'Postgresql', 'devops', 'Shell scripting', 'MySQL', 'RHEL']"
DevOps Engineer,4-5 Yrs ,Not disclosed ,,"4-5 years of hands-on experience of programming in languages such as Python, Ruby, Go, ...","['C++', 'Automation', 'Manager Quality Assurance', 'Consulting', 'Machine learning', 'Agile', 'Operations', 'Monitoring']"
Devops Engineer,4-8 Yrs ,Not disclosed ,,"Experience with AWS Services like EKS, ECS, Elastic Search Cluster, MSK . Experience wi...","['continuous integration', 'Networking', 'devops', 'Shell scripting', 'Cloud', 'DNS', 'Infrastructure', 'Perl']"
Lead DevOps Engineer,6-10 Yrs ,Not disclosed ,,". Kubernetes expertise is a must have and knowledge on Service Mesh, Tracing, Helm Char...","['SAN', 'Linux', 'Architecture', 'GCP', 'SOC', 'devops', 'Cloud', 'Agile']"
Azure DevOps Engineer,3-5 Yrs ,Not disclosed ,,"Azure DevOps engineer, candidate should have experience terraform, Linex, Docker ...","['devops', 'microsoft azure', 'azure devops']"
Devops Engineer,2-5 Yrs ,Not disclosed ,,"Urgent hiring for Devops Engineer Work Location- Gurgaon, Bangalore, Chennai Expe...","['devops', 'Chef', 'jenkins']"
DevOps Engineer ( GCP ),3-8 Yrs ,Not disclosed ,,Perform basic sanity testing on infrastructure upgrades . Work in rotational shifts to ...,"['Backend', 'Sanity testing', 'Ticketing', 'Monitoring tools', 'GCP', 'devops', 'Cloud', 'Infrastructure']"
Devops/Automation Engineer,4-6 Yrs ,Not disclosed ,,4 to 6 yrs experience in Devops / Automation domain Prior experience in managing devops...,"['Computer science', 'VMware', 'Powershell', 'PAAS', 'devops', 'Automation tools', 'jenkins', 'private cloud']"
AugustDigital - Devops Engineer - C2H Role,5-8 Yrs ,Not disclosed ,,AugustDigital - Devops Engineer - C2H Role : Role and Responsibility Tier 1 DevOps Engi...,"['Unix', 'Aix', 'VMware', 'Automation', 'Linux', 'Networking', 'Windows', 'Oracle']"
Devops Engineer,3-7 Yrs ,Not disclosed ,,Collecting and reviewing customers feedback to enhance user experience,['devops']
DevOps Engineer,1-3 Yrs ,Not disclosed ,,"Design cloud infrastructure that is secure, scalable, and highly available on AWS ...","['Wealth management', 'Linux', 'Configuration management', 'Infrastructure', 'Deployment', 'Medical insurance', 'Cost analysis', 'Operations']"
DevOps Engineer,1-4 Yrs ,Not disclosed ,,Engineering / Technology Graduate / PostGraduate from Computer Science or Information T...,"['Ubuntu', 'Linux', 'Coding', 'devops', 'Windows', 'Unit testing', 'RHEL', 'Information technology']"
DEVOPS AUTOMATION ENGINEER,2-7 Yrs ,Not disclosed ,,"Working closely with orchestration/API, client development teams and architecture to ...","['Client development', 'Automation', 'Backend', 'orchestration', 'Architecture', 'devops', 'Deployment', 'Monitoring']"
Lead Engineer -DevOps,4-6 Yrs ,Not disclosed ,,Required Skills . . . . . . . . Linux Administration Hands on Python scripting (must) G...,"['Lead Engineer -DevOps', 'engineering leadership', 'devops']"
Devops Engineer,0-5 Yrs ,Not disclosed ,,Build tools to reduce occurrences of errors and improve customer experience . Work exp...,"['Computer science', 'Root cause analysis', 'devops', 'System troubleshooting', 'Technology solutions', 'Ruby', 'digital transformation', 'Technical support']"
Lead - DevOps Engineer,4-8 Yrs ,Not disclosed ,,The RoleOur cloud operations team is responsible to operate our SaaS platform includin...,"['Configuration management', 'Manager Technology', 'Director', 'Performance optimization', 'System troubleshooting', 'Deployment', 'Cost optimization', 'Monitoring']"
Devops Engineer,0-4 Yrs ,Not disclosed ,,Qualification and Skills : . Should have 3 to 4 years experience . BE / MCA . Ability t...,"['QA', 'Administration', 'Powershell', 'Time management', 'PAAS', 'devops', 'SSRS', 'Deployment']"
HT- Devops Engineer,5-10 Yrs ,Not disclosed ,,"Proficient with Git, Git Flow, Azure DevOps . Strong hands-on expertise in Azure DevOps...","['continuous integration', 'github', 'GIT', 'Powershell', 'devops', 'Debugging', 'Cloud', 'Monitoring']"
Devops Engineer - S,4-7 Yrs ,Not disclosed ,,. AWS certified DevOps Engineer with 4+ years of experience Well versed with at-least t...,"['GIT', 'cloud security', 'Linux', 'Automation tools', 'Release management', 'Ruby', 'Distribution system', 'AWS']"
DevOps Engineer,5-10 Yrs ,Not disclosed ,,"Exposure to OpenSwan VPN, OpenVPN, Cisco VPN, or other VPN client / server technologies...","['Unix', 'Automation', 'Linux', 'Solaris', 'MySQL', 'Perl', 'Windows', 'Oracle']"
Devops Engg,2-6 Yrs ,Not disclosed ,,"Experience in creating, configuring administrating of Linux Systems, . Microsoft Azure ...","['Administration', 'Linux', 'devops', 'Cloud', 'Programming', 'microsoft azure', 'Management', 'Python']"
DevOps Engineer,2-3 Yrs ,Not disclosed ,,"Experience in operations with Linux and Mac OS servers, monitoring jobs and ticket trac...","['Computer science', 'Ubuntu', 'Automation', 'Linux', 'Load testing', 'data security', 'MIS', 'Continuous improvement']"
Devops Engineer,6-8 Yrs ,Not disclosed ,,Your Experience Across The Years in the Roles You ve Played - Experience working on Lin...,"['Automation', 'Linux', 'MySQL', 'Shell scripting', 'Agile', 'Perl', 'Troubleshooting', 'Open source']"
DevOps Engineer,1-5 Yrs ,Not disclosed ,,BE/ B.tech . Job Location Bangalore .,"['cloud', 'Performance tuning', 'Cloud Services', 'devops', 'PHP', 'AWS', 'Python', 'Performance']"
Devops Engineer,3-8 Yrs ,Not disclosed ,,The DevOps Engineer will work closely with the Engineering teams in building out theinf...,"['NAT', 'Linux', 'Linux troubleshooting', 'Information security', 'devops', 'Infrastructure', 'Inspector', 'Troubleshooting']"
Devops Engineer,5-10 Yrs ,Not disclosed ,,The DevOps Engineer will work closely with the Engineering teams in building out theinf...,"['NAT', 'Linux', 'Linux troubleshooting', 'Information security', 'devops', 'Infrastructure', 'Inspector', 'Troubleshooting']"
DevOps Engineer,2-7 Yrs ,Not disclosed ,,1. GIT: Repository management User access management Troubleshooting ...,"['GIT', 'Access management', 'devops', 'jenkins', 'Infrastructure setup', 'Troubleshooting', 'Installation', 'Access']"
Azure DevOps Engineer.,3-7 Yrs ,Not disclosed ,,"Talent Specialists also conduct candidate screenings, assessments, and background check...","['continuous integration', 'github', 'Web technologies', 'Cloud Services', 'devops', 'Packaging', 'Deployment', 'Unit testing']"
DevOps Engineer/ DevOps Lead,4-7 Yrs ,Not disclosed ,,The DevOps Lead will work in conjunction with the technical leadership to strategize...,"['IT services', 'Process design', 'System architecture', 'Automation', 'Managed services', 'ISO', 'devops', 'Configuration management']"
DevOps Engineer,3-7 Yrs ,Not disclosed ,,3+ years of in managing server environment for distributed applicationsIn depth working...,"['server', 'Automation', 'Tomcat', 'GIT', 'nginx', 'devops', 'Unix operating system', 'Management']"
DevOps Engineer,0-4 Yrs ,Not disclosed ,,Required Technical and Professional Expertise: . Professional programming experience an...,"['IT services', 'SAN', 'Automation', 'SOC', 'Agile', 'SMS', 'Information technology', 'Analytics']"
DevOps Engineer,3-5 Yrs ,Not disclosed ,,Work with development teams to understand capacity and performance requirements Define ...,"['Automation', 'jQuery', 'Networking', 'MySQL', 'Javascript', 'PHP', 'HTML', 'MVC']"
DevOps Engineer,3-8 Yrs ,Not disclosed ,,Hands on experience in installing and managing Ubuntu / CentOS Linux systems in any env...,"['Ubuntu', 'automation framework', 'Web services', 'Linux', 'Shell scripting', 'MySQL', 'DNS', 'System monitoring']"
Junior Cloud & DevOps Engineer,0-2 Yrs ,Not disclosed ,,. You have a first experience with Cloud environments (ideally AWS) through a previous ...,"['Linux', 'devops', 'Cloud', 'Test planning', 'software quality', 'application support lead', 'Internship', 'Middleware']"
Azure GCP Devops Engineer,9-12 Yrs ,Not disclosed ,,ITIL certification is a plusTier 3 Engineer attempt to duplicate problems and define ro...,"['ITIL certified', 'IT infrastructure support', 'Automation', 'GCP', 'Configuration management', 'Software development life cycle', 'Deployment', 'Information technology']"
Azure Devops Engineer,9-14 Yrs ,Not disclosed ,,Bachelors degree or higher with 8 to 12 years of experience in the IT / Software Servic...,"['orchestration', 'nginx', 'Powershell', 'Postgresql', 'MySQL', 'Monitoring', 'Software services', 'SQL']"
Azure DevOps Engineer,9-12 Yrs ,Not disclosed ,,Bachelor s degree or higher with 8 to 12 years of experience in the IT / Software Servi...,"['Maven', 'GIT', 'orchestration', 'Powershell', 'Postgresql', 'MySQL', 'Monitoring', 'Software services']"
DevOps Engineer,3-6 Yrs ,Not disclosed ,,. Should have experience in writing and deploying helm charts in Kubernetes Should have...,"['GIT', 'Monitoring tools', 'devops', 'jenkins', 'Deployment', 'Tools', 'Monitoring']"
DevOps Engineer,1-5 Yrs ,Not disclosed ,,"Work as part of a team responsible to manage, automate and secure our Production Serv...","['Automation', 'Change management', 'GIT', 'NoSQL', 'Linux', 'Access management', 'devops', 'MySQL']"
DevOps Engineer,2-7 Yrs ,Not disclosed ,,"- Application DevOps Engineer . CICD pipeline- Using any CI tools like Jenkins, Azure D...","['github', 'Powershell', 'Configuration management', 'devops', 'Cloud', 'Infrastructure', 'Windows', 'AWS']"
DevOps Engineer,1-6 Yrs ,Not disclosed ,,. Technical skills . DevOps skills and experience .,"['Automation', 'GIT', 'devops', 'Integration testing', 'Cloud', 'Infrastructure', 'Deployment', 'delivery operations']"
DevOps Engineer,7-9 Yrs ,Not disclosed ,,AWS would be preferred. Good understanding of Linux systems and their operations for we...,"['Team management', 'Postgresql', 'MySQL', 'Shell scripting', 'Javascript', 'DNS', 'Troubleshooting', 'Ruby']"
DevOps Engineer,0-5 Yrs ,Not disclosed ,,Experience working on a 24x7 cloud or SaaS operation teamCommerce company . experience,"['Linux', 'SAAS', 'devops', 'Cloud', 'jenkins', 'E-commerce', 'AWS', 'Python']"
DevOps Engineer,2-7 Yrs ,Not disclosed ,,"Linux DB (MySQL, Redis, Cassandra, Mongo, ES etc) installation and configuration of ...","['GIT', 'orchestration', 'Linux', 'devops', 'MySQL', 'Cloud', 'jenkins', 'openstack']"
DevOps Engineer,2-7 Yrs ,Not disclosed ,,Key qualifications include: . Bachelors degree in Computer Science or a related fieldEx...,"['Computer science', 'Application deployment', 'continuous integration', 'devops', 'Focus', 'jenkins', 'Infrastructure', 'Manager Technology']"
DevOps Engineer,2-5 Yrs ,Not disclosed ,,"Exp in Azure DevOps pipeline experience . Provisioning PaaS, SaaS, and virtual machines...","['Technical Architect', 'PAAS', 'devops', 'SAAS', 'Cloud', 'Deployment', 'Management', 'Architecture']"
DevOps Engineer,2-4 Yrs ,Not disclosed ,,"Requirements: . Bachelors degree in Computer Science, Information Technology, or equiva...","['Computer science', 'Automation', 'GIT', 'Architecture', 'Configuration management', 'MySQL', 'SCALA', 'Load balancing']"
Cloud & DevOps Engineer,2-6 Yrs ,Not disclosed ,,Collaborating with a team of like-minded and experienced engineers for Tier 1 customers...,"['Computer vision', 'Automation', 'cyber security', 'PAAS', 'Artificial Intelligence', 'Consulting', 'Machine learning', 'Natural language processing']"
DevOps Engineer,2-3 Yrs ,Not disclosed ,,"Handle cloud server configurations, monitor network, disk and CPU usage and provisio...","['Unix', 'VMware', 'Linux', 'RDBMS', 'Perl', 'Windows', 'Virtualization', 'Python']"
Devops Engineer,4-8 Yrs ,Not disclosed ,,Resource should have below experiences: Ansible Redhat Tower Should have worked ...,"['Redhat', 'Automation', 'Powershell', 'devops', 'Budgeting', 'Vendor', 'redhat linux']"
DevOps Engineer,1-3 Yrs ,Not disclosed ,,Individual contributor with hands on DevOps coding skill and security experience Experi...,"['E-learning', 'SAN', 'Linux', 'Coding', 'SOC', 'devops', 'CRM', 'Python']"
Cloud DevOps Engineer,4-8 Yrs ,Not disclosed ,,Responsible for the fundamental technology work of architecting/designing/ building ...,"['Unix', 'Data migration', 'Linux', 'Analytical', 'Shell scripting', 'Cloud', 'Design development', 'High level design']"
Software Engineer (DevOps),2-5 Yrs ,Not disclosed ,,Experience in one or more scripting languages such as PowerShell.Experience in Jenkins ...,"['github', 'GIT', 'data security', 'devops', 'MySQL', 'Debugging', 'MongoDB', 'Selenium']"
DEVOPS Engineer,2-7 Yrs ,Not disclosed ,,Setting up tools and required infrastructure .,"['Automation testing', 'development testing', 'Project management', 'devops', 'IT infrastructure', 'Infrastructure', 'Troubleshooting', 'Risk management']"
DevOps Engineer,5-10 Yrs ,Not disclosed ,,Must be skilled in Linux System Administration (Ubuntu / Centos) . Not only will you ha...,"['automation framework', 'Production support', 'Configuration management', 'Subversion', 'MySQL', 'Incident management', 'Scheduling', 'Troubleshooting']"
DevOps Engineer,4-9 Yrs ,Not disclosed ,,Excellent problem solving and troubleshooting skills . Must have good written and verba...,"['SAN', 'Automation', 'Linux', 'MySQL', 'HTML', 'Perl', 'Oracle', 'Troubleshooting']"
Devops Engineer,1-3 Yrs ,Not disclosed ,,Build Tools to Reduce the Occurrences of Errors and Improve Customer Experience,"['Root cause analysis', 'Backend', 'devops', 'System troubleshooting', 'Deployment', 'Customer experience', 'Technical support', 'Python']"
DevOps Engineer,5-10 Yrs ,Not disclosed ,,Deep technical experience in scripting and software development,"['Automation', 'MySQL', 'Javascript', 'PHP', 'Workflow', 'HTML', 'Perl', 'Oracle']"
"DevOps Engineers : Jenkins, Hithub",1-5 Yrs ,Not disclosed ,,"DevOps Engineers : Jenkins, Hithub, Chef, Puppet, Ansible + Scripting (Python/ Perl/ Ba...","['devops', 'Chef', 'jenkins', 'Perl', 'Ruby', 'AWS', 'tools', 'Python']"
DevOps Engineer,1-2 Yrs ,Not disclosed ,,Experience with Jenkins or comparable CI / CD technology . Development experience with ...,"['Automation', 'Version control', 'Technical writing', 'GCP', 'devops', 'Cloud', 'Open source', 'Python']"
Cloud DevOps Engineer PaaS - IG Startup,3-6 Yrs ,Not disclosed ,,"Experience working Kubernetes ecosystem, including competing technologies (deployment, ...","['GCP', 'Project management', 'Configuration management', 'PAAS', 'devops', 'Cloud', 'Agile', 'Operations']"
DevOps Engineer,3-5 Yrs ,Not disclosed ,,Good understanding of container services (Docker) is a must . Good understanding of con...,"['devops', 'Patient care', 'Manager Technology', 'ICU', 'Management', 'Technology management', 'Technology']"
Devops Engineer (Rashmita G),2-7 Yrs ,Not disclosed ,,Monitoring and measuring customer experience and KPIs . Setting up tools and required i...,"['Root cause analysis', 'continuous integration', 'Project management', 'Management', 'Customer experience', 'Troubleshooting', 'Risk management', 'Continuous improvement']"
Devops Engineer,2-7 Yrs ,Not disclosed ,,Strong knowledge of Unix & Linux including Shell scripting . Good experience & knowledg...,"['Unix', 'Computer science', 'orchestration', 'Linux', 'Configuration management', 'Netcool', 'Shell scripting', 'Open source']"
Devops Engineer,2-7 Yrs ,Not disclosed ,,"Working knowledge on at least one of Container platforms (Docker, Kubernetes, OpenShift...","['Basic', 'Powershell', 'devops', 'Configuration management', 'Network security', 'Deployment', 'Perl', 'Open source']"
Devops Engineer,2-7 Yrs ,Not disclosed ,,"Significant experience with IP Network and Linux operating system environments (SUSE, R...","['Redhat', 'Linux', 'GCP', 'Agile', 'EPC', 'Troubleshooting', 'Open source', 'VMS']"
Cloud DevOps Engineer PaaS - IG Startup,5-6 Yrs ,Not disclosed ,,"Experience working Kubernetes ecosystem, including competing technologies (deployment, ...","['GCP', 'Project management', 'Configuration management', 'PAAS', 'devops', 'Cloud', 'Agile', 'Operations']"
Cloud DevOps Engineer PaaS,5-7 Yrs ,Not disclosed ,,"Experience working Kubernetes ecosystem, including competing technologies (deployment, ...","['GCP', 'Project management', 'Configuration management', 'PAAS', 'devops', 'Cloud', 'Agile', 'Operations']"
DevOps Engineer,2-7 Yrs ,Not disclosed ,,(1) Hands-on experience in creating CICD pipelines using Jenkins (2) Resolving ...,"['orchestration', 'devops', 'jenkins', 'Deployment', 'Management', 'Monitoring', 'microservices']"
DevOps Engineer,5-7 Yrs ,Not disclosed ,,Must be skilled in Linux System Administration (Ubuntu / Centos) . Required Skills . A ...,"['Ubuntu', 'Production support', 'Configuration management', 'Subversion', 'MySQL', 'Incident management', 'Scheduling', 'Troubleshooting']"
DevOps Engineer,2-7 Yrs ,Not disclosed ,,Collecting and reviewing customers feedback to enhance user experience . Prior experien...,"['devops', 'AWS']"
"FedEx - Azure DevOps, ADO Engineer",1-3 Yrs ,Not disclosed ,,"As an Azure DevOps (ADO) Engineer, your role involves utilizing the Azure DevOps plat...","['Environment management', 'Version control', 'Project management', 'devops', 'Agile', 'Software development life cycle', 'Continuous improvement', 'Release management']"
Devops Engineer,3-4 Yrs ,Not disclosed ,,Minimum 2 years of experience in software development and automation. Experience ...,"['Career development', 'Automation', 'GIT', 'GCP', 'devops', 'Shell scripting', 'Manager Technology', 'Windows']"
Devops Engineer,5-10 Yrs ,Not disclosed ,,. Devops Engineer . Strong C++ skills Ability to write C++ code that is compatible with...,"['Unix', 'C++', 'Application support', 'Linux', 'devops', 'Banking', 'Database', 'Oracle']"
Lead DevOps Engineer,6-10 Yrs ,Not disclosed ,,A DevOps role at FICO is an opportunity to work with cutting edge cloud technolo...,"['Automation', 'Networking', 'Linux', 'SOA', 'Coding', 'VPN', 'XML', 'Analytics']"
Cloud Devops Engineer,8-12 Yrs ,Not disclosed ,,"Proven work experience as a Cloud Administrator and Solutioning, familiarity in deployi...","['Unix', 'Automation', 'Data migration', 'Linux', 'devops', 'Configuration management', 'Shell scripting', 'Application development']"
Devops Engineer,3-7 Yrs ,Not disclosed ,,FullStack Development . Java / J2EE technologies . WAS application server administratio...,"['Tomcat', 'GIT', 'TDD', 'Server administration', 'devops', 'data governance', 'J2Ee', 'Information technology']"
Devops Engineer,4-7 Yrs ,Not disclosed ,,4-7 years of DevOps experience. Linux administration/OS experience is a must. Ubuntu ...,"['Ubuntu', 'VMware', 'Linux', 'Information security', 'Shell scripting', 'MySQL', 'Agile methodology', 'Apache']"
DevOps Engineer,4-9 Yrs ,Not disclosed ,,Deliver components that automate parts to install components/configure of software/...,"['Maven', 'github', 'Linux', 'devops', 'Project management', 'Perl', 'Application development', 'Windows']"
DevOps Engineer,10-12 Yrs ,Not disclosed ,,We are looking for a DevOps Engineer to help us build and maintain functional systems t...,"['Root cause analysis', 'continuous integration', 'GIT', 'Configuration management', 'devops', 'Customer experience', 'Operations', 'AWS']"
Devops Engineer,4-6 Yrs ,Not disclosed ,,Build tools to reduce occurrences of errors and improve customer experience .,"['Redhat Linux', 'github', 'GIT', 'devops', 'jenkins', 'AWS', 'SQL', 'Linux']"
DevOps Engineers,2-5 Yrs ,Not disclosed ,,"As our ML offerings to partners scales , we are analysing 100s of TV channels in real t...","['devops', 'Management']"
DevOps Engineer,2-5 Yrs ,Not disclosed ,,Hands on experience developing web application in any modern technology stack.Hands on...,"['Linux system administration', 'Networking', 'Web application', 'devops', 'Cloud', 'Manager Technology', 'system administration', 'linux']"
DevOps Engineer,3-5 Yrs ,Not disclosed ,,Candidate should have good hands on experience in DevOps space and deep expertise & kno...,"['MS SQL', 'Linux', 'Coding', 'Shell scripting', 'Agile', 'Windows', 'microsoft', 'Troubleshooting']"
Azure DevOps Engineer,2-4 Yrs ,Not disclosed ,,Investigate emerging and existing development technologies that can be leveraged to imp...,"['devops', 'Azure Devops', 'Microsoft Azure']"
DevOps Engineer,7-9 Yrs ,Not disclosed ,,"- Mandatory Experience in Terraform, GCP infrastructure, CI / CD deployment, Artifactor...","['orchestration', 'HR Executive', 'Linux', 'GCP', 'devops', 'Shell scripting', 'Cloud', 'Workflow']"
Azure Devops Engineer,3-5 Yrs ,Not disclosed ,,3-5 years of CI / CD implementation experience .,"['github', 'Configuration management', 'devops', 'Chef', 'jenkins', 'Scrum', 'Agile methodology', 'Azure Devops']"
Azure DevOps Engineer,3-8 Yrs ,Not disclosed ,,Desired Candidate Profile Candidate should have More than 6 years hand-on ex...,"['continuous integration', 'github', 'Networking', 'Coding', 'Powershell', 'Configuration management', 'devops', 'microsoft azure']"
Devops Engineer,5-10 Yrs ,Not disclosed ,,Preferred Qualifications 3+ years of experience Linux systems administration . Experie...,"['CVS', 'C++', 'Automation', 'Linux', 'HTML', 'Perl', 'Open source', 'Ruby']"
DevOps Engineer,4-8 Yrs ,Not disclosed ,,"Bachelor s Degree in Computer Science, Engineering or a related field . 5 years of expe...","['Computer science', 'Linux', 'Debugging', 'Javascript', 'Agile', 'Troubleshooting', 'Ruby', 'Analytics']"
