profile,tech_stack,tobeclusteredcolumn
JAVA,"[Core Java, jQuery, Java J2Ee Developer, Project management, PLSQL, Application development, Apache, SQL]","JAVA [Core Java, jQuery, Java J2Ee Developer, Project management, PLSQL, Application development, Apache, SQL]"
JAVA,"[Hibernate, Core Java, Backend, Javascript, jenkins, HTML, Oracle, Spring]","JAVA [Hibernate, Core Java, Backend, Javascript, jenkins, HTML, Oracle, Spring]"
JAVA,"[spring boot, Architecture, Debugging, Programming, J2Ee, JPA, MongoDB, Application software]","JAVA [spring boot, Architecture, Debugging, Programming, J2Ee, JPA, MongoDB, Application software]"
JAVA,"[Java, Cloud, Spring Boot, Spring, Microservices, Java Development, Development, Boot]","JAVA [Java, Cloud, Spring Boot, Spring, Microservices, Java Development, Development, Boot]"
JAVA,"[Java, Angularjs, JBoss, Weblogic, Web Technologies, MVC, Spring, IOC]","JAVA [Java, Angularjs, JBoss, Weblogic, Web Technologies, MVC, Spring, IOC]"
JAVA,"[spring boot, Time management, Design development, Manager Technology, J2Ee, microservices, Time, Java Fullstack]","JAVA [spring boot, Time management, Design development, Manager Technology, J2Ee, microservices, Time, Java Fullstack]"
JAVA,"[JAVA, Multithreading, Java 1.8, Development, Java Development]","JAVA [JAVA, Multithreading, Java 1.8, Development, Java Development]"
JAVA,"[Multithreading, RDBMS, Consulting, Agile, Data structures, Unit testing, Asset management, JIRA]","JAVA [Multithreading, RDBMS, Consulting, Agile, Data structures, Unit testing, Asset management, JIRA]"
JAVA,"[continuous integration, Software design, Customer satisfaction, Programming, spring boot, Web services, Operating systems, Design development]","JAVA [continuous integration, Software design, Customer satisfaction, Programming, spring boot, Web services, Operating systems, Design development]"
JAVA,"[continuous integration, Software design, Programming, Design development, spring boot, Web services, Bootstrap, Design]","JAVA [continuous integration, Software design, Programming, Design development, spring boot, Web services, Bootstrap, Design]"
JAVA,"[Automation, Backend, Maximo, Coding, Scrum, Version control, GIT, NoSQL]","JAVA [Automation, Backend, Maximo, Coding, Scrum, Version control, GIT, NoSQL]"
JAVA,"[Java, Mariadb, Spring Mvc, Couchbase, Cassandra, Redis, Spring Boot, Laravel]","JAVA [Java, Mariadb, Spring Mvc, Couchbase, Cassandra, Redis, Spring Boot, Laravel]"
JAVA,"[Core Java, JavaFX, SWT, JFace, Swing, Plugin development, Eclipse RCP, AWT]","JAVA [Core Java, JavaFX, SWT, JFace, Swing, Plugin development, Eclipse RCP, AWT]"
JAVA,"[Maven, DTS, GIT, Web services, Consulting, Java Software Engineer, Siemens, cloud foundry]","JAVA [Maven, DTS, GIT, Web services, Consulting, Java Software Engineer, Siemens, cloud foundry]"
JAVA,"[Java, Hibernate, J2EE, Oracle, Spring, SQL, Development, Java Application Development]","JAVA [Java, Hibernate, J2EE, Oracle, Spring, SQL, Development, Java Application Development]"
JAVA,"[Alfresco, spring boot, Spring framework, Focus, Consulting, Agile, Asset management, Oracle]","JAVA [Alfresco, spring boot, Spring framework, Focus, Consulting, Agile, Asset management, Oracle]"
JAVA,"[spring boot, Front end, Software development, UML, Coding, Web development, Consulting, Cloud]","JAVA [spring boot, Front end, Software development, UML, Coding, Web development, Consulting, Cloud]"
JAVA,"[Spring Boot, Core Java, Java, Hibernate, Design Patterns, JSP, design Pattens, Microservices]","JAVA [Spring Boot, Core Java, Java, Hibernate, Design Patterns, JSP, design Pattens, Microservices]"
JAVA,"[Core Java, Multithreading, NoSQL, Artificial Intelligence, Underwriting, Consulting, JPA, MVC]","JAVA [Core Java, Multithreading, NoSQL, Artificial Intelligence, Underwriting, Consulting, JPA, MVC]"
JAVA,"[Backend, Postgresql, Debugging, Test cases, Open source, NoSQL, elixir, Load testing]","JAVA [Backend, Postgresql, Debugging, Test cases, Open source, NoSQL, elixir, Load testing]"
JAVA,"[Java Fullstack, React.Js, AWS, Spring Boot, Stack, Full Stack, Bootstrap, Java]","JAVA [Java Fullstack, React.Js, AWS, Spring Boot, Stack, Full Stack, Bootstrap, Java]"
JAVA,"[Front end, People management skills, Underwriting, Artificial Intelligence, Consulting, Equity, Agile methodology, Test cases]","JAVA [Front end, People management skills, Underwriting, Artificial Intelligence, Consulting, Equity, Agile methodology, Test cases]"
JAVA,"[Computer science, Analytical skills, Hibernate, Coding, Agile development, Software development life cycle, Programming, Equity]","JAVA [Computer science, Analytical skills, Hibernate, Coding, Agile development, Software development life cycle, Programming, Equity]"
JAVA,"[Hibernate, Core Java, Web services, jQuery, MySQL, J2Ee, MVC, Oracle]","JAVA [Hibernate, Core Java, Web services, jQuery, MySQL, J2Ee, MVC, Oracle]"
JAVA,"[Performance tuning, spring boot, spark, Cloud, Javascript, Programming, Investment banking, Spring]","JAVA [Performance tuning, spring boot, spark, Cloud, Javascript, Programming, Investment banking, Spring]"
JAVA,"[IT services, Java J2Ee Developer, Application programming, System integration, Agile, Application development, Scrum, Oracle]","JAVA [IT services, Java J2Ee Developer, Application programming, System integration, Agile, Application development, Scrum, Oracle]"
JAVA,"[Android, Java, Multithreading, Design Patterns, OOPS, Mobile App Architecture, Flutter, SDK]","JAVA [Android, Java, Multithreading, Design Patterns, OOPS, Mobile App Architecture, Flutter, SDK]"
JAVA,"[Telecom, Automation, Semiconductor, Backend, Development Manager, Healthcare, Life sciences, Silicon]","JAVA [Telecom, Automation, Semiconductor, Backend, Development Manager, Healthcare, Life sciences, Silicon]"
JAVA,"[Telecom, Automation, Semiconductor, Backend, Development Manager, Healthcare, Life sciences, Silicon]","JAVA [Telecom, Automation, Semiconductor, Backend, Development Manager, Healthcare, Life sciences, Silicon]"
JAVA,"[Maven, SWT, Core Java, Backend, GIT, Architecture, Java J2Ee Developer, JDBC]","JAVA [Maven, SWT, Core Java, Backend, GIT, Architecture, Java J2Ee Developer, JDBC]"
JAVA,"[Core Java, Tomcat, Multithreading, Linux, Coding, Eclipse, Debugging, J2Ee]","JAVA [Core Java, Tomcat, Multithreading, Linux, Coding, Eclipse, Debugging, J2Ee]"
JAVA,"[IT services, Maven, Redhat Linux, Backend, Front end, Analytical, MySQL, splunk]","JAVA [IT services, Maven, Redhat Linux, Backend, Front end, Analytical, MySQL, splunk]"
JAVA,"[Hibernate, Core Java, JAXB, XML, Javascript, J2Ee, Unit testing, JIRA]","JAVA [Hibernate, Core Java, JAXB, XML, Javascript, J2Ee, Unit testing, JIRA]"
JAVA,"[spring boot, Web services, OOPS, Software development life cycle, J2Ee, SOAP, microservices, bootstrap]","JAVA [spring boot, Web services, OOPS, Software development life cycle, J2Ee, SOAP, microservices, bootstrap]"
JAVA,"[Computer science, Redhat, spring boot, Software design, Spring mvc, Spring framework, User interface designing, Time management]","JAVA [Computer science, Redhat, spring boot, Software design, Spring mvc, Spring framework, User interface designing, Time management]"
JAVA,"[Product quality, SWT, Backend, Web application, JDBC, J2Ee, MVC, Object oriented programming]","JAVA [Product quality, SWT, Backend, Web application, JDBC, J2Ee, MVC, Object oriented programming]"
JAVA,"[Backend, Data migration, Java J2Ee Developer, MySQL, Javascript, Database administration, PHP, Data structures]","JAVA [Backend, Data migration, Java J2Ee Developer, MySQL, Javascript, Database administration, PHP, Data structures]"
JAVA,"[JAVA, rest, Retail Banking, gwt, intellij, hibernate, core java, javascript]","JAVA [JAVA, rest, Retail Banking, gwt, intellij, hibernate, core java, javascript]"
JAVA,"[J2Ee, Java Development, Java, Development]","JAVA [J2Ee, Java Development, Java, Development]"
JAVA,"[Computer science, Architecture, J2Ee, Development, Java, Jrss, Computer, Java Development]","JAVA [Computer science, Architecture, J2Ee, Development, Java, Jrss, Computer, Java Development]"
JAVA,"[Core Java, jQuery, Coding, JSP, MySQL, Agile, Struts, J2Ee]","JAVA [Core Java, jQuery, Coding, JSP, MySQL, Agile, Struts, J2Ee]"
JAVA,"[Software testing, Application design, Software design, Coding, Debugging, Production, J2Ee, Development]","JAVA [Software testing, Application design, Software design, Coding, Debugging, Production, J2Ee, Development]"
JAVA,"[JAVA, oracle, technical, software, J2EE development, MS-SQL, jquery, sql]","JAVA [JAVA, oracle, technical, software, J2EE development, MS-SQL, jquery, sql]"
JAVA,"[SAN, French, Javascript, Cook, J2Ee, SOAP, AWS, Asap]","JAVA [SAN, French, Javascript, Cook, J2Ee, SOAP, AWS, Asap]"
JAVA,"[Analytical skills, SQL queries, Database design, Struts, PLSQL, J2Ee, analytics, dbms]","JAVA [Analytical skills, SQL queries, Database design, Struts, PLSQL, J2Ee, analytics, dbms]"
JAVA,"[Object oriented design, Hibernate, Core Java, Backend, jQuery, Web services, SQL database, Web application]","JAVA [Object oriented design, Hibernate, Core Java, Backend, jQuery, Web services, SQL database, Web application]"
JAVA,"[JMS, Hibernate, Automation, Tomcat, JBoss, Java J2Ee Developer, MySQL, Application development]","JAVA [JMS, Hibernate, Automation, Tomcat, JBoss, Java J2Ee Developer, MySQL, Application development]"
JAVA,"[Hibernate, System management, Web technologies, Web services, Linux, Time management, Debugging, JSON]","JAVA [Hibernate, System management, Web technologies, Web services, Linux, Time management, Debugging, JSON]"
JAVA,"[Web services, Architecture, Web application, IT support, Agile, DBA Administrator, J2Ee, Database administration]","JAVA [Web services, Architecture, Web application, IT support, Agile, DBA Administrator, J2Ee, Database administration]"
JAVA,"[Usage, Web services, Java J2Ee Developer, Design development, Java Development, Design, J2Ee, Web technologies]","JAVA [Usage, Web services, Java J2Ee Developer, Design development, Java Development, Design, J2Ee, Web technologies]"
JAVA,"[Hibernate, Core Java, Web services, J2Ee, Spring, SQL, Java, Development]","JAVA [Hibernate, Core Java, Web services, J2Ee, Spring, SQL, Java, Development]"
JAVA,"[Maven, GIT, Web services, SQL database, Architecture, Coding, jenkins, JSON]","JAVA [Maven, GIT, Web services, SQL database, Architecture, Coding, jenkins, JSON]"
JAVA,"[Cloud computing, Hibernate, Core Java, Web services, JBoss, Coding, servicemix, Application development]","JAVA [Cloud computing, Hibernate, Core Java, Web services, JBoss, Coding, servicemix, Application development]"
JAVA,"[Hibernate, Backend, Oracle SQL, Architecture, Coding, Bfsi, Analytical, Agile]","JAVA [Hibernate, Backend, Oracle SQL, Architecture, Coding, Bfsi, Analytical, Agile]"
JAVA,"[Hibernate, Backend, Oracle SQL, Coding, Bfsi, Analytical, Agile, PLSQL]","JAVA [Hibernate, Backend, Oracle SQL, Coding, Bfsi, Analytical, Agile, PLSQL]"
JAVA,"[java, J2Ee, developer, Development]","JAVA [java, J2Ee, developer, Development]"
JAVA,"[Linux, Database design, Java J2Ee Developer, Healthcare, Windows, Stored procedures, Operations, Financial services]","JAVA [Linux, Database design, Java J2Ee Developer, Healthcare, Windows, Stored procedures, Operations, Financial services]"
JAVA,"[Java J2Ee Developer, J2Ee, Development, Java Development, Java]","JAVA [Java J2Ee Developer, J2Ee, Development, Java Development, Java]"
JAVA,"[Java Development, Hibernate, Spring Mvc, NoSQL, J2EE, Spring Boot, Spring, SQL]","JAVA [Java Development, Hibernate, Spring Mvc, NoSQL, J2EE, Spring Boot, Spring, SQL]"
JAVA,"[Maven, Hibernate, ERP, PDF, SOA, Java J2Ee Developer, Eclipse, Stored procedures]","JAVA [Maven, Hibernate, ERP, PDF, SOA, Java J2Ee Developer, Eclipse, Stored procedures]"
JAVA,"[Application design, spring boot, Hibernate, Core Java, Backend, GIT, Web services, SOA]","JAVA [Application design, spring boot, Hibernate, Core Java, Backend, GIT, Web services, SOA]"
JAVA,"[Hibernate, Core Java, Multithreading, Linux, JSP, MySQL, Struts, JDBC]","JAVA [Hibernate, Core Java, Multithreading, Linux, JSP, MySQL, Struts, JDBC]"
JAVA,"[spring boot, Hibernate, SOA, GCP, Java J2Ee Developer, Postgresql, Debugging, Commerce]","JAVA [spring boot, Hibernate, SOA, GCP, Java J2Ee Developer, Postgresql, Debugging, Commerce]"
JAVA,"[spring boot, Hibernate, build automation, SOA, Memory management, transaction management, Packaging, J2Ee]","JAVA [spring boot, Hibernate, build automation, SOA, Memory management, transaction management, Packaging, J2Ee]"
JAVA,"[', Associate Platform, Performance tuning, Core Java, Technical design, Concept development, Manager Technology, Data structures]","JAVA [', Associate Platform, Performance tuning, Core Java, Technical design, Concept development, Manager Technology, Data structures]"
JAVA,"[Performance tuning, Maven, Hibernate, Automation, RDBMS, Coding, Java J2Ee Developer, Agile]","JAVA [Performance tuning, Maven, Hibernate, Automation, RDBMS, Coding, Java J2Ee Developer, Agile]"
JAVA,"[Core Java, Web services, XML, J2Ee, JSON, MVC, Spring, Information technology]","JAVA [Core Java, Web services, XML, J2Ee, JSON, MVC, Spring, Information technology]"
JAVA,"[Unix, Computer science, Maven, Tomcat, Backend, GIT, Java J2Ee Developer, Software development life cycle]","JAVA [Unix, Computer science, Maven, Tomcat, Backend, GIT, Java J2Ee Developer, Software development life cycle]"
JAVA,"[development, jsp, testing, mobile, core java, spring, java, application]","JAVA [development, jsp, testing, mobile, core java, spring, java, application]"
JAVA,"[Computer science, Maven, Core Java, Coding, Debugging, Javascript, Agile, J2Ee]","JAVA [Computer science, Maven, Core Java, Coding, Debugging, Javascript, Agile, J2Ee]"
JAVA,"[Hibernate, Tomcat, JBoss, Java J2Ee Developer, XML, Weblogic, MySQL, Agile]","JAVA [Hibernate, Tomcat, JBoss, Java J2Ee Developer, XML, Weblogic, MySQL, Agile]"
JAVA,"[Basic, Database, J2Ee, Spring, DBMS, Development, Java]","JAVA [Basic, Database, J2Ee, Spring, DBMS, Development, Java]"
JAVA,"[J2Ee, Spring, Java Development, Java, Development]","JAVA [J2Ee, Spring, Java Development, Java, Development]"
JAVA,"[Java J2Ee Developer, professional, Java Development, Java, J2Ee, Development]","JAVA [Java J2Ee Developer, professional, Java Development, Java, J2Ee, Development]"
JAVA,"[spring boot, Java J2Ee Developer, microservices, professional, Boot, Java, Development, J2Ee]","JAVA [spring boot, Java J2Ee Developer, microservices, professional, Boot, Java, Development, J2Ee]"
JAVA,"[spring boot, Java J2Ee Developer, professional, Java Development, J2Ee, Boot, Spring, Java]","JAVA [spring boot, Java J2Ee Developer, professional, Java Development, J2Ee, Boot, Spring, Java]"
JAVA,"[Hibernate, J2Ee, MVC, Spring, SQL, Java Development, Development, Java]","JAVA [Hibernate, J2Ee, MVC, Spring, SQL, Java Development, Development, Java]"
JAVA,"[spring boot, Java J2Ee Developer, Java Development, J2Ee, Boot, Spring, Java, Development]","JAVA [spring boot, Java J2Ee Developer, Java Development, J2Ee, Boot, Spring, Java, Development]"
JAVA,"[Hibernate, J2Ee, Spring, Java, Development, Java Development]","JAVA [Hibernate, J2Ee, Spring, Java, Development, Java Development]"
JAVA,"[Java Developer, spring boot, Java, Hibernate, SQL database, MySQL, J2Ee, JPA]","JAVA [Java Developer, spring boot, Java, Hibernate, SQL database, MySQL, J2Ee, JPA]"
JAVA,"[Hibernate, Java J2Ee Developer, Spring, microservices, Java Development, J2Ee, Java, Development]","JAVA [Hibernate, Java J2Ee Developer, Spring, microservices, Java Development, J2Ee, Java, Development]"
JAVA,"[Coding, Development Lead, Manager Technology, J2Ee, microservices, Java, Technology management, Technology]","JAVA [Coding, Development Lead, Manager Technology, J2Ee, microservices, Java, Technology management, Technology]"
JAVA,"[Payroll, Java J2Ee Developer, Consulting, Unit testing, Android, Java, Software testing, J2Ee]","JAVA [Payroll, Java J2Ee Developer, Consulting, Unit testing, Android, Java, Software testing, J2Ee]"
JAVA,"[Core Java, Hibernate, Prototype, MVC architecture, Conceptualization, J2Ee, Java, Development]","JAVA [Core Java, Hibernate, Prototype, MVC architecture, Conceptualization, J2Ee, Java, Development]"
JAVA,"[Java Developer, Java EE, spring boot, Hibernate, Spring mvc, spring security, Spring framework, spring batch]","JAVA [Java Developer, Java EE, spring boot, Hibernate, Spring mvc, spring security, Spring framework, spring batch]"
JAVA,"[Core Java, JSP, Web application, OOPS, Software development life cycle, J2Ee, Database maintenance, Enterprise software]","JAVA [Core Java, JSP, Web application, OOPS, Software development life cycle, J2Ee, Database maintenance, Enterprise software]"
JAVA,"[C, SAP, Architects, technical, Developer, HTML, java, web]","JAVA [C, SAP, Architects, technical, Developer, HTML, java, web]"
JAVA,"[spring boot, Maven, Architecture, Java J2Ee Developer, Cloud, microservices, Angular, J2Ee]","JAVA [spring boot, Maven, Architecture, Java J2Ee Developer, Cloud, microservices, Angular, J2Ee]"
JAVA,"[Unix, JMS, Performance tuning, Maven, Core Java, GIT, Spring framework, Java J2Ee Developer]","JAVA [Unix, JMS, Performance tuning, Maven, Core Java, GIT, Spring framework, Java J2Ee Developer]"
JAVA,"[Hibernate, Debugging, Agile, JPA, J2Ee, JEE, JSF, JIRA]","JAVA [Hibernate, Debugging, Agile, JPA, J2Ee, JEE, JSF, JIRA]"
JAVA,"[java, Java J2Ee Developer, J2Ee, developer, Management, Development, Java Development]","JAVA [java, Java J2Ee Developer, J2Ee, developer, Management, Development, Java Development]"
JAVA,"[Hibernate, Linux, OOAD, MySQL, MongoDB, J2Ee, Application development, Oracle]","JAVA [Hibernate, Linux, OOAD, MySQL, MongoDB, J2Ee, Application development, Oracle]"
JAVA,"[Prototype, Web services, Data modeling, Javascript, Agile, Database, J2Ee, High level design]","JAVA [Prototype, Web services, Data modeling, Javascript, Agile, Database, J2Ee, High level design]"
JAVA,"[', server, development, oracle, java j2ee, enterprise applications, object oriented design, developing]","JAVA [', server, development, oracle, java j2ee, enterprise applications, object oriented design, developing]"
JAVA,"[Analytical skills, server, development, c++, JNI, analytical, software, level]","JAVA [Analytical skills, server, development, c++, JNI, analytical, software, level]"
JAVA,"[Unix, SAP, Linux, Production support, Db2, Java J2Ee Developer, Weblogic, HTML]","JAVA [Unix, SAP, Linux, Production support, Db2, Java J2Ee Developer, Weblogic, HTML]"
JAVA,"[IT services, JMS, Redhat, Core Java, JBoss, XML, Consulting, J2Ee]","JAVA [IT services, JMS, Redhat, Core Java, JBoss, XML, Consulting, J2Ee]"
JAVA,"[Maven, spring boot, Core Java, Spring mvc, Web services, RDBMS, jenkins, Developer]","JAVA [Maven, spring boot, Core Java, Spring mvc, Web services, RDBMS, jenkins, Developer]"
JAVA,"[Computer science, UI development, SIDE, Hibernate, CSS, OOPS, Javascript, HTML]","JAVA [Computer science, UI development, SIDE, Hibernate, CSS, OOPS, Javascript, HTML]"
JAVA,"[JSP servlets, Web services, Advanced Java, Oracle SQL, Javascript, E-commerce, JSON, J2Ee]","JAVA [JSP servlets, Web services, Advanced Java, Oracle SQL, Javascript, E-commerce, JSON, J2Ee]"
JAVA,"[operations, functions, configuration, operating system, jsp servlets, design, ip networks, solaris]","JAVA [operations, functions, configuration, operating system, jsp servlets, design, ip networks, solaris]"
JAVA,"[spring boot, Core Java, J2Ee, core, spring, angular, full stack, bootstrap]","JAVA [spring boot, Core Java, J2Ee, core, spring, angular, full stack, bootstrap]"
JAVA,"[Front end, NoSQL, Software development, Coding, Machine learning, Architectural design, Manager Technology, Deployment]","JAVA [Front end, NoSQL, Software development, Coding, Machine learning, Architectural design, Manager Technology, Deployment]"
JAVA,"[JSP servlets, Web services, Advanced Java, Oracle SQL, Javascript, E-commerce, JSON, J2Ee]","JAVA [JSP servlets, Web services, Advanced Java, Oracle SQL, Javascript, E-commerce, JSON, J2Ee]"
JAVA,"[Unix, C++, Db2, XML, Weblogic, PLSQL, JDBC, HTML]","JAVA [Unix, C++, Db2, XML, Weblogic, PLSQL, JDBC, HTML]"
JAVA,"[Unix, CVS, spring boot, Payroll, Backend, GIT, Consulting, Process Expert]","JAVA [Unix, CVS, spring boot, Payroll, Backend, GIT, Consulting, Process Expert]"
JAVA,"[E-learning, C++, Operating systems, devops, Cloud, Programming, J2Ee, Python]","JAVA [E-learning, C++, Operating systems, devops, Cloud, Programming, J2Ee, Python]"
JAVA,"[Hibernate, Tomcat, development, technical, software, HTML, JSON, HBase]","JAVA [Hibernate, Tomcat, development, technical, software, HTML, JSON, HBase]"
JAVA,"[Backend, Web technologies, Cloud Applications, ECS, Java J2Ee Developer, Oracle, AWS, Performance improvement]","JAVA [Backend, Web technologies, Cloud Applications, ECS, Java J2Ee Developer, Oracle, AWS, Performance improvement]"
JAVA,"[spring boot, Hibernate, Web services, Workflow, J2Ee, Management, Spring, microservices]","JAVA [spring boot, Hibernate, Web services, Workflow, J2Ee, Management, Spring, microservices]"
JAVA,"[Delivery Lead, Web services, Manager Quality Assurance, Architecture, Coding, Agile development, Scrum, J2Ee]","JAVA [Delivery Lead, Web services, Manager Quality Assurance, Architecture, Coding, Agile development, Scrum, J2Ee]"
JAVA,"[operations, functions, data, jsp servlets, java j2ee, design, ip networks, supporting]","JAVA [operations, functions, data, jsp servlets, java j2ee, design, ip networks, supporting]"
JAVA,"[operations, functions, configuration, operating system, jsp, design, servlets, juniper]","JAVA [operations, functions, configuration, operating system, jsp, design, servlets, juniper]"
JAVA,"[operations, functions, configuration, operating system, jsp servlets, design, juniper, solaris]","JAVA [operations, functions, configuration, operating system, jsp servlets, design, juniper, solaris]"
JAVA,"[Unix, Oracle database, Tomcat, jQuery, Version control, GIT, Linux, JBoss]","JAVA [Unix, Oracle database, Tomcat, jQuery, Version control, GIT, Linux, JBoss]"
JAVA,"[server, c++, C, oracle, weblogic, integration PHP, HTML, spring]","JAVA [server, c++, C, oracle, weblogic, integration PHP, HTML, spring]"
JAVA,"[JMS, Linux, XML, Weblogic, Agile, J2Ee, Perl, EJB]","JAVA [JMS, Linux, XML, Weblogic, Agile, J2Ee, Perl, EJB]"
JAVA,"[continuous integration, api gateway, ci/cd, apigee, microservices, spring, java, automation]","JAVA [continuous integration, api gateway, ci/cd, apigee, microservices, spring, java, automation]"
JAVA,"[operations, functions, configuration, operating system, jsp servlets, design, ip networks, juniper]","JAVA [operations, functions, configuration, operating system, jsp servlets, design, ip networks, juniper]"
JAVA,"[operations, functions, configuration, operating system, jsp servlets, design, ip networks, juniper]","JAVA [operations, functions, configuration, operating system, jsp servlets, design, ip networks, juniper]"
JAVA,"[functional, operations, functions, configuration, operating system, jsp, jsp servlets, design]","JAVA [functional, operations, functions, configuration, operating system, jsp, jsp servlets, design]"
JAVA,"[operations, functions, configuration, operating system, jsp servlets, design, juniper, solaris]","JAVA [operations, functions, configuration, operating system, jsp servlets, design, juniper, solaris]"
JAVA,"[Backend, J2Ee, Python, java, development]","JAVA [Backend, J2Ee, Python, java, development]"
JAVA,"[Java, Systems Management Software, React, dockers, TimeScale, Angular, Microservices, TypeScript]","JAVA [Java, Systems Management Software, React, dockers, TimeScale, Angular, Microservices, TypeScript]"
JAVA,"[Training, Javascript, Software development life cycle, Manager Technology, J2Ee, digital transformation, Business operations, development life cycle]","JAVA [Training, Javascript, Software development life cycle, Manager Technology, J2Ee, digital transformation, Business operations, development life cycle]"
JAVA,"[Training, Javascript, Software development life cycle, Manager Technology, J2Ee, digital transformation, Business operations, development life cycle]","JAVA [Training, Javascript, Software development life cycle, Manager Technology, J2Ee, digital transformation, Business operations, development life cycle]"
JAVA,"[Java, Hibernate, Design Patterns, Data Structures, Spring, Spring Mvc, Multithreading, OOPS]","JAVA [Java, Hibernate, Design Patterns, Data Structures, Spring, Spring Mvc, Multithreading, OOPS]"
JAVA,"[Spring Boot, Core Java Development, Microservices, Java, Java Programming, Java Development, Java Fullstack, Spring]","JAVA [Spring Boot, Core Java Development, Microservices, Java, Java Programming, Java Development, Java Fullstack, Spring]"
JAVA,"[C++, Automation, Cics, Application development, Python, Product management, Maven, System programming]","JAVA [C++, Automation, Cics, Application development, Python, Product management, Maven, System programming]"
JAVA,"[Java, Hibernate, NoSQL, RDBMS, APIs, J2EE, Spring, REST Services]","JAVA [Java, Hibernate, NoSQL, RDBMS, APIs, J2EE, Spring, REST Services]"
JAVA,"[Java, Hibernate, NoSQL, RDBMS, APIs, J2EE, Spring, REST Services]","JAVA [Java, Hibernate, NoSQL, RDBMS, APIs, J2EE, Spring, REST Services]"
JAVA,"[Analytical skills, Maven, Hibernate, Software design, XML, Weblogic, Struts, HTML]","JAVA [Analytical skills, Maven, Hibernate, Software design, XML, Weblogic, Struts, HTML]"
JAVA,"[Computer science, Cloud computing, jQuery, NoSQL, Web technologies, Java J2Ee Developer, Cloud, Engineering Manager]","JAVA [Computer science, Cloud computing, jQuery, NoSQL, Web technologies, Java J2Ee Developer, Cloud, Engineering Manager]"
JAVA,"[Root cause analysis, Automation, Architecture, Technical design, Agile, Database, Troubleshooting, Spring]","JAVA [Root cause analysis, Automation, Architecture, Technical design, Agile, Database, Troubleshooting, Spring]"
JAVA,"[Microservices, core java, Java, Java Spring Boot, Core Java Development, Boot, Development, Spring Boot]","JAVA [Microservices, core java, Java, Java Spring Boot, Core Java Development, Boot, Development, Spring Boot]"
JAVA,"[Service management, Telecom, Backend, SOA, OOAD, Agile development, Unit testing, Distribution system]","JAVA [Service management, Telecom, Backend, SOA, OOAD, Agile development, Unit testing, Distribution system]"
JAVA,"[Maven, DTS, GIT, Web services, Consulting, Java Software Engineer, Siemens, cloud foundry]","JAVA [Maven, DTS, GIT, Web services, Consulting, Java Software Engineer, Siemens, cloud foundry]"
JAVA,"[Version Control, Core Java Programming, Web Services, Restful Web Api Development, Framework, Web API, For Java, Rest Web API]","JAVA [Version Control, Core Java Programming, Web Services, Restful Web Api Development, Framework, Web API, For Java, Rest Web API]"
JAVA,"[Spring Boot, Java Fullstack, React.Js, Angular, microservices, Fullstack Development, TDD, design patterns]","JAVA [Spring Boot, Java Fullstack, React.Js, Angular, microservices, Fullstack Development, TDD, design patterns]"
JAVA,"[Java, Spring/Spring Boot, CSS, performance tuning, Junit/TestNG, J2ee, HTML, SQL]","JAVA [Java, Spring/Spring Boot, CSS, performance tuning, Junit/TestNG, J2ee, HTML, SQL]"
JAVA,"[Microservices, Java Spring Boot, Java Development, Java Coding, Java Programming, J2Ee, Apache Tomcat, Front End Technologies]","JAVA [Microservices, Java Spring Boot, Java Development, Java Coding, Java Programming, J2Ee, Apache Tomcat, Front End Technologies]"
JAVA,"[Java, ReactJS, MySQL, Java Development, Spring Boot, J2EE, Microservices, Bootstrap]","JAVA [Java, ReactJS, MySQL, Java Development, Spring Boot, J2EE, Microservices, Bootstrap]"
JAVA,"[Java, Algorithms, Data Structures, Spring Boot, Core Java, Hibernate, JSP Servlets, MySQL]","JAVA [Java, Algorithms, Data Structures, Spring Boot, Core Java, Hibernate, JSP Servlets, MySQL]"
JAVA,"[Unix, spring boot, activemq, Web services, Bss, GIT, Java J2Ee Developer, Analytical]","JAVA [Unix, spring boot, activemq, Web services, Bss, GIT, Java J2Ee Developer, Analytical]"
JAVA,"[Hibernate, Core Java, Software design, Multithreading, JSP, Analytical, Data structures, J2Ee]","JAVA [Hibernate, Core Java, Software design, Multithreading, JSP, Analytical, Data structures, J2Ee]"
JAVA,"[Object oriented design, Java EE, HTML;Javascript, Spring mvc, jQuery, Time management, J2Ee, JSF]","JAVA [Object oriented design, Java EE, HTML;Javascript, Spring mvc, jQuery, Time management, J2Ee, JSF]"
JAVA,"[spring boot, Hibernate, Core Java, Spring mvc, Production support, Debugging, J2Ee, JPA]","JAVA [spring boot, Hibernate, Core Java, Spring mvc, Production support, Debugging, J2Ee, JPA]"
JAVA,"[Java, CSS, Java Programming, Java Web Services, J2Ee, Spring Boot, HTML, Java Fullstack]","JAVA [Java, CSS, Java Programming, Java Web Services, J2Ee, Spring Boot, HTML, Java Fullstack]"
JAVA,"[jQuery, Coding, Consulting, Javascript, Struts, PLSQL, J2Ee, Test cases]","JAVA [jQuery, Coding, Consulting, Javascript, Struts, PLSQL, J2Ee, Test cases]"
JAVA,"[Java, Angular, Pivotal Tracker, Fullstack Lead Developer, Angular 8+, Spring Boot, PostGres, test driven development]","JAVA [Java, Angular, Pivotal Tracker, Fullstack Lead Developer, Angular 8+, Spring Boot, PostGres, test driven development]"
